record_id,collection_version,review_status,production_ready,sector,subsector,technology,fuel_or_material,pollutant,ef_value,ef_expression,ef_lower,ef_upper,unit,activity_basis,control_basis,geographic_scope,applicability,evidence_origin,factor_reference_period_start,factor_reference_period_end,source_id,source_table_or_location,quality_flag,notes,source_title,publication_year,source_url
EF00055,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),B-C oil,NH3,0.096,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00056,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Diesel,CO,0.6,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00057,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Diesel,NOx,2.4,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00058,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Diesel,SOx,,17*S,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00059,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Diesel,TSP,0.24,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00060,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Diesel,PM10,0.22008,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00061,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Diesel,PM2.5,0.0995,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00062,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Diesel,VOCs,0.03,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00063,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Diesel,NH3,0.096,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00064,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Kerosene,CO,0.6,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00065,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Kerosene,NOx,2.4,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00066,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Kerosene,SOx,,17*S,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00067,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Kerosene,TSP,0.24,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00068,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Kerosene,PM10,0.22008,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00069,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Kerosene,PM2.5,0.07195,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00070,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Kerosene,VOCs,0.03,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00071,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),Kerosene,NH3,0.096,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00072,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LPG,CO,0.384,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00073,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LPG,NOx,2.18,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00074,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LPG,SOx,0.01,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00075,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LPG,TSP,0.07,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00076,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LPG,PM10,0.07,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00077,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LPG,PM2.5,0.07,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00078,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LPG,VOCs,0.06,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00079,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LPG,NH3,0.013,,,,kg/kL-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00080,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LNG,CO,1.344,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00081,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LNG,NOx,3.7,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00082,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LNG,SOx,0.01,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00083,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LNG,TSP,0.03,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00084,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LNG,PM10,0.03,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00085,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LNG,PM2.5,0.03,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00086,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LNG,VOCs,0.18,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00087,1.0.0,superseded_pending_capss_vii_diff,false,Buildings and services,Commercial/public stationary combustion,Boiler (classes 1–3),LNG,NH3,0.051,,,,kg/1000m3-fuel,fuel consumed,not specified,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 2-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00088,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Solid fuel combustion,Non-civil anthracite,CO,0.3,,,,kg/ton-fuel,fuel consumed,controlled only for SRF/Bio-SRF; otherwise handbook basis,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00089,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Solid fuel combustion,Non-civil anthracite,NOx,5.83,,,,kg/ton-fuel,fuel consumed,controlled only for SRF/Bio-SRF; otherwise handbook basis,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00090,1.0.0,superseded_pending_capss_vii_diff,false,Industry,Manufacturing combustion,Solid fuel combustion,Non-civil anthracite,SOx,,19.5*S,,,kg/ton-fuel,fuel consumed,controlled only for SRF/Bio-SRF; otherwise handbook basis,Korea,CAPSS inventory default,CAPSS default,,,capss_handbook_vi_mirror,CAPSS VI Table 3-3,CAPSS_VI_needs_VII_diff,S = fuel sulfur content in percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
