"denominator_id","inventory_id","sector","subsector","technology","pollutant","preferred_activity_denominator","preferred_ef_unit","compatible_activity_units","conversion_required","conversion_description","controlled_or_uncontrolled","temporal_weighting_needed","technology_weighting_needed","control_weighting_needed","notes"
"den_ind_plastics_resin_sox","ind_plastics_resin","plastics","resin","resin_production","SOx","tonne resin","kg SOx/tonne resin","tonne resin","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_resin_pm25","ind_plastics_resin","plastics","resin","resin_production","PM2.5","tonne resin","kg PM2.5/tonne resin","tonne resin","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_resin_pm10","ind_plastics_resin","plastics","resin","resin_production","PM10","tonne resin","kg PM10/tonne resin","tonne resin","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_resin_tsp","ind_plastics_resin","plastics","resin","resin_production","TSP","tonne resin","kg TSP/tonne resin","tonne resin","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_resin_vocs","ind_plastics_resin","plastics","resin","resin_production","VOCs","tonne resin","kg VOCs/tonne resin","tonne resin","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_resin_co","ind_plastics_resin","plastics","resin","resin_production","CO","tonne resin","kg CO/tonne resin","tonne resin","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_products_nox","ind_plastics_products","plastics","products","plastic_product_manufacturing","NOx","tonne plastic product","kg NOx/tonne plastic product","tonne plastic product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_products_sox","ind_plastics_products","plastics","products","plastic_product_manufacturing","SOx","tonne plastic product","kg SOx/tonne plastic product","tonne plastic product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_products_pm25","ind_plastics_products","plastics","products","plastic_product_manufacturing","PM2.5","tonne plastic product","kg PM2.5/tonne plastic product","tonne plastic product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_products_pm10","ind_plastics_products","plastics","products","plastic_product_manufacturing","PM10","tonne plastic product","kg PM10/tonne plastic product","tonne plastic product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_products_tsp","ind_plastics_products","plastics","products","plastic_product_manufacturing","TSP","tonne plastic product","kg TSP/tonne plastic product","tonne plastic product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_products_vocs","ind_plastics_products","plastics","products","plastic_product_manufacturing","VOCs","tonne plastic product","kg VOCs/tonne plastic product","tonne plastic product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_plastics_products_co","ind_plastics_products","plastics","products","plastic_product_manufacturing","CO","tonne plastic product","kg CO/tonne plastic product","tonne plastic product","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_primary_nox","ind_nonferrous_primary","nonferrous_metals","primary","primary_metal_production","NOx","tonne metal","kg NOx/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_primary_sox","ind_nonferrous_primary","nonferrous_metals","primary","primary_metal_production","SOx","tonne metal","kg SOx/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_primary_pm25","ind_nonferrous_primary","nonferrous_metals","primary","primary_metal_production","PM2.5","tonne metal","kg PM2.5/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_primary_pm10","ind_nonferrous_primary","nonferrous_metals","primary","primary_metal_production","PM10","tonne metal","kg PM10/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_primary_tsp","ind_nonferrous_primary","nonferrous_metals","primary","primary_metal_production","TSP","tonne metal","kg TSP/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_primary_vocs","ind_nonferrous_primary","nonferrous_metals","primary","primary_metal_production","VOCs","tonne metal","kg VOCs/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_primary_co","ind_nonferrous_primary","nonferrous_metals","primary","primary_metal_production","CO","tonne metal","kg CO/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_primary_bc","ind_nonferrous_primary","nonferrous_metals","primary","primary_metal_production","BC","tonne metal","kg BC/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_secondary_nox","ind_nonferrous_secondary","nonferrous_metals","secondary","secondary_metal_production","NOx","tonne metal","kg NOx/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_secondary_sox","ind_nonferrous_secondary","nonferrous_metals","secondary","secondary_metal_production","SOx","tonne metal","kg SOx/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_secondary_pm25","ind_nonferrous_secondary","nonferrous_metals","secondary","secondary_metal_production","PM2.5","tonne metal","kg PM2.5/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_ind_nonferrous_secondary_pm10","ind_nonferrous_secondary","nonferrous_metals","secondary","secondary_metal_production","PM10","tonne metal","kg PM10/tonne metal","tonne metal","false","","both","false","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
